date,open,high,low,close,volume,adjclose,vader_mean,finbert_mean,ret_1d,mom_5,vol_5,ma_5,ma_10,RSI_14,ret_next_1d,target
2008-08-27,11412.459961,11554.459961,11381.769531,11502.509766,120580000,11502.509766,-0.233156,-0.64032227,0.00785425997851985,0.007451771574246813,0.014037635885482335,11471.9798828,11488.1098634,41.56002358081837,0.01848900164628664,1
2008-08-28,11499.870117,11715.179688,11499.790039,11715.179688,149150000,11715.179688,-0.06400800000000001,-0.6569407,0.01848900164628664,0.02493127667578454,0.01592246398146537,11528.9738282,11498.0348634,49.3965599302031,-0.01461520280183004,0
2008-08-29,11713.230469,11713.230469,11543.389648,11543.959961,166910000,11543.959961,-0.09606399999999998,-0.33569336,-0.01461520280183004,-0.0072324714621322395,0.016170902013511824,11512.1539064,11486.4408204,43.02607349459031,-0.002342353844898337,0
2008-09-02,11545.629883,11790.169922,11471.900391,11516.919922,177090000,11516.919922,-0.264656,-0.42131835,-0.002342353844898337,0.01147611566582496,0.012253576514536318,11538.287890800002,11490.1938478,46.06749820708803,0.001385783795328166,1
2008-09-03,11506.009766,11554.379883,11416.530273,11532.879883,174250000,11532.879883,-0.15700799999999998,-0.45895115,0.001385783795328166,0.010515301126684973,0.012261104750471815,11562.289843999999,11508.6268556,49.99733563534862,-0.029884072104837345,0
2008-09-04,11532.480469,11532.480469,11176.019531,11188.230469,229200000,11188.230469,-0.150332,-0.5931055,-0.029884072104837345,-0.027322671607632132,0.018100207119143303,11499.4339846,11485.7069337,37.88002562873999,0.0029253501785369007,1
2008-09-05,11185.629883,11245.150391,11037.849609,11220.959961,198300000,11220.959961,-0.244196,-0.7514563,0.0029253501785369007,-0.0421862694522932,0.013791827409989073,11400.5900392,11464.7819337,37.48172284557883,0.025824909277563757,1
2008-09-08,11224.870117,11570.660156,11224.790039,11510.740234,273000000,11510.740234,-0.332532,-0.6375,0.025824909277563757,-0.002877671709901053,0.01984360386072556,11393.946093800001,11453.0500001,50.841641033238794,-0.02432595639443913,0
2008-09-09,11514.730469,11577.5,11230.730469,11230.730469,257300000,11230.730469,-0.267764,-0.48885742,-0.02432595639443913,-0.024849478414216475,0.022618038025641243,11336.7082032,11437.498047,47.07155676314344,0.0034004424828297797,1
2008-09-10,11233.910156,11380.629883,11215.259766,11268.919922,214260000,11268.919922,-0.304908,-0.5548535,0.0034004424828297797,-0.02288760168126691,0.022773525003568135,11283.916211,11423.1030275,46.251546704476,0.014623410241676016,1
2008-09-11,11264.44043,11445.679688,11098.669922,11433.709961,247820000,11433.709961,-0.169724,-0.527101,0.014623410241676016,0.021940868368788724,0.018653813041178736,11333.0121094,11416.223047,50.08204572222442,-0.0010250152435189452,0
2008-09-12,11429.320312,11459.929688,11280.400391,11421.990234,238890000,11421.990234,-0.182008,-0.60003906,-0.0010250152435189452,0.017915603807402203,0.01881955257473238,11373.218164,11386.904101600001,44.70755952289612,-0.044167474990331135,0
2008-09-15,11416.370117,11416.450195,10917.509766,10917.509766,432970000,10917.509766,-0.235164,-0.20154299,-0.044167474990331135,-0.05153712584423886,0.0236571191910987,11254.572070400001,11324.259082100001,39.39260808923114,0.012961725524688772,1
2008-09-16,10905.620117,11093.219727,10742.700195,11059.019531,494760000,11059.019531,-0.337376,-0.3853711,0.012961725524688772,-0.01528938286551984,0.02400449280028522,11220.2298828,11278.469043000001,42.38830538224318,-0.04063284034722803,0
2008-09-17,11056.580078,11057.30957,10595.900391,10609.660156,463200000,10609.660156,-0.25962,-0.41692382,-0.04063284034722803,-0.05850248032315364,0.02875026354321324,11088.3779296,11186.1470703,33.36784878006118,0.038646881047186055,1
2008-09-18,10609.009766,11076.44043,10459.44043,11019.69043,488060000,11019.69043,-0.32577600000000007,-0.56120116,0.038646881047186055,-0.036210427972390935,0.0354622162336994,11005.5740234,11169.2930664,37.93168424859276,0.0334628275034039,1
2008-09-19,11027.509766,11483.049805,11026.700195,11388.44043,655110000,11388.44043,-0.294332,-0.51516604,0.0334628275034039,-0.0029372993070972964,0.03994723841646047,10998.864062600001,11186.0411133,47.47451072187999,-0.03273055711983908,0
2008-09-22,11394.419922,11394.580078,10992.200195,11015.69043,213210000,11015.69043,-0.26096,-0.35031238,-0.03273055711983908,0.008992954080587312,0.03700084467816176,11018.5001954,11136.5361329,42.682157265351435,-0.014662767533854981,0
2008-09-23,11015.69043,11143.209961,10833.94043,10854.169922,204480000,10854.169922,-0.183952,-0.32974946,-0.014662767533854981,-0.018523306557672536,0.03708095656068318,10977.530273600001,11098.8800782,40.4949732642703,-0.0026717842274811554,0
2008-09-24,10850.019531,10928.400391,10753.570312,10825.169922,183630000,10825.169922,-0.29406,-0.2632617,-0.0026717842274811554,0.020312598408547933,0.030860872947658567,11020.6322268,11054.5050782,44.42238044615641,0.01818813463610036,1
2008-09-25,10827.169922,11129.19043,10827.009766,11022.05957,218530000,11022.05957,-0.23349599999999998,-0.4018457,0.01818813463610036,0.0002149915204106012,0.026189170624693444,11021.1060548,11013.3400391,47.09106125553506,0.010984363877830194,1
2008-09-26,11019.040039,11168.05957,10868.820312,11143.129883,232560000,11143.129883,-0.238132,-0.6682405,0.010984363877830194,-0.021540310853608302,0.02035674832724477,10972.043945399999,10985.454004000001,44.34457679039022,-0.06979005864289811,0
2008-09-29,11139.620117,11139.94043,10365.450195,10365.450195,385940000,10365.450195,-0.114084,-0.48930064,-0.06979005864289811,-0.05902855015144082,0.034901871385792066,10841.9958984,10930.2480469,38.455970193858136,0.04681031232334232,1
2008-09-30,10371.580078,10868.900391,10371.419922,10850.660156,319770000,10850.660156,-0.152144,-0.4335816,0.04681031232334232,-0.0003233564634809172,0.043353146092304944,10841.2939452,10909.4121094,45.0144967848917,-0.0018054057281636782,0
2008-10-01,10847.400391,10882.519531,10631.950195,10831.070312,256670000,10831.070312,-0.22376000000000001,-0.4167469,-0.0018054057281636782,0.0005450621138065603,0.04333800827382898,10842.4740232,10931.553125,42.55919516142364,-0.03215016549326588,0
2008-10-02,10825.540039,10825.540039,10439.519531,10482.849609,395330000,10482.849609,-0.154596,-0.6727989,-0.03215016549326588,-0.04892098047334348,0.04415061856182078,10734.632031,10877.8690429,39.29403031562849,-0.015021652687338571,0
2008-10-03,10483.959961,10796.259766,10310.25,10325.379883,299690000,10325.379883,-0.17266,-0.59579104,-0.015021652687338571,-0.07338602426662566,0.042687349393136155,10571.082031000002,10771.5629882,42.669935856361654,-0.03582239948468924,0
2008-10-06,10322.519531,10322.759766,9525.320312,9955.5,391460000,9955.5,-0.08759600000000001,-0.2708059,-0.03582239948468924,-0.03954967582572999,0.03334799384550673,10489.091992000001,10665.5439452,37.07041314293458,-0.051066209431972265,0
2008-10-07,9955.419922,10124.030273,9436.669922,9447.110352,362520000,9447.110352,-0.24825200000000003,-0.24534369,-0.051066209431972265,-0.1293515586905457,0.01911569921077891,10208.382031199999,10524.837988199999,36.56462282779968,-0.0200072547009027,0
2008-10-08,9437.230469,9628.070312,9194.780273,9258.099609,479270000,9258.099609,-0.33307200000000003,-0.5703125,-0.0200072547009027,-0.14522763288289875,0.014170439010741427,9893.7878906,10368.130956899999,28.54560258418104,-0.0733313755168521,0
2008-10-09,9261.69043,9448.139648,8579.19043,8579.19043,436740000,8579.19043,-0.265152,-0.48012695,-0.0733313755168521,-0.1815974901867926,0.023822295357424333,9513.0560548,10123.8440429,18.189414107185826,-0.01491982268541392,0
2008-10-10,8568.669922,8901.280273,7882.509766,8451.19043,674920000,8451.19043,-0.18570399999999998,-0.23060547,-0.01491982268541392,-0.18151288129221455,0.02384800247417354,9138.218164200001,9854.650097599999,19.25679124686141,0.11080331578802194,1
2008-10-13,8462.419922,9427.990234,8462.179688,9387.610352,399290000,9387.610352,-0.08230399999999999,-0.17576976,0.11080331578802194,-0.05704280528351169,0.07143992284788248,9024.640234600001,9756.8661133,35.17350497574493,-0.008161834069271401,0
2008-10-14,9388.969727,9794.370117,9085.429688,9310.990234,412740000,9310.990234,-0.222028,-0.47694337,-0.008161834069271401,-0.014408651209539602,0.06770905079227163,8997.416211,9602.8991211,34.838066179677284,-0.07873277273163559,0
2008-10-15,9301.910156,9308.759766,8530.120117,8577.910156,374350000,8577.910156,-0.18078,-0.70279294,-0.07873277273163559,-0.07346966242821296,0.0763461531242459,8861.378320400001,9377.5831055,27.89920066053203,0.04678874022937474,1
2008-10-16,8577.040039,9013.269531,8197.669922,8979.259766,422450000,8979.259766,-0.09992000000000001,-0.51941407,0.04678874022937474,0.04663252777336924,0.07129585966929265,8941.3921876,9227.2241212,31.377506303217658,-0.014148163914472933,0
2008-10-17,8975.349609,9281.120117,8718.25,8852.219727,360600000,8852.219727,-0.263564,-0.63914925,-0.014148163914472933,0.047452403341478044,0.07122610519987517,9021.598047,9079.908105600001,35.33461039285183,0.046678683284337774,1
2008-10-20,8852.299805,9266.629883,8852.219727,9265.429688,241400000,9265.429688,-0.097376,-0.8230176,0.046678683284337774,-0.013015097497519057,0.05201500766101731,8997.161914200002,9010.9010744,34.41938832498609,-0.025014439675709155,0
2008-10-21,9262.799805,9284.549805,9004.269531,9033.660156,231160000,9033.660156,-0.15858,-0.5137012,-0.025014439675709155,-0.02978523991866111,0.05308832957012372,8941.695898599999,8969.556054800001,33.04128182206938,-0.056948145725662536,0
2008-10-22,9027.839844,9027.839844,8335.299805,8519.209961,348840000,8519.209961,-0.159628,-0.42593506,-0.056948145725662536,-0.006843181373138996,0.045922958003551895,8929.9558596,8895.667089999999,32.03637168136777,0.020194365415053817,1
2008-10-23,8519.769531,8795.990234,8243.549805,8691.25,340740000,8691.25,-0.18285999999999997,-0.38585937,0.020194365415053817,-0.032075001002927817,0.04026390218371958,8872.3539064,8906.873047000001,35.09051546764293,-0.03593266848842236,0
2008-10-24,8683.209961,8683.209961,8187.47998,8378.950195,335680000,8378.950195,-0.270536,0.14065963,-0.03593266848842236,-0.05346337377465782,0.04250302619154835,8777.7,8899.6490235,35.46312616458107,-0.024248882052222198,0
2008-10-27,8375.919922,8599.099609,8143.589844,8175.77002,281180000,8175.77002,-0.233564,-0.3879346,-0.024248882052222198,-0.11760487151624044,0.028202134349918438,8559.7680664,8778.464990299999,37.57820914163855,0.10877875659716763,1
2008-10-28,8178.720215,9082.080078,8174.72998,9065.120117,372160000,9065.120117,-0.25213599999999997,-0.41436577,0.10877875659716763,0.0034825265127009786,0.06583090684043383,8566.0600586,8753.8779786,48.341450486928395,-0.008180824417420074,0
2008-10-29,9062.330078,9363.320312,8890.290039,8990.959961,316230000,8990.959961,-0.212204,-0.38844725,-0.008180824417420074,0.05537485308609824,0.05799135406092892,8660.4100586,8795.1829591,53.94947172690536,0.021102359461391496,1
2008-10-30,9004.660156,9266.469727,8976.870117,9180.69043,267210000,9180.69043,-0.336888,-0.3739563,0.021102359461391496,0.05631415849273691,0.05802436383532306,8758.298144600001,8815.3260255,56.91508496116241,0.0157198782706367,1
2008-10-31,9179.089844,9454.360352,9119.200195,9325.009766,310950000,9325.009766,-0.182564,-0.5275879,0.0157198782706367,0.11290908156543833,0.05152336393394871,8947.5100588,8862.6050294,49.30173792613166,-0.0005554619383760784,0
2008-11-03,9326.040039,9410.549805,9255.480469,9319.830078,180970000,9319.830078,-0.296792,-0.7263867,-0.0005554619383760784,0.13993300388848273,0.04702681895177502,9176.322070400001,8868.0450684,50.10019865118539,0.0327742236117623,1
2008-11-04,9323.889648,9653.950195,9323.889648,9625.280273,254930000,9625.280273,-0.11514,-0.64104545,0.0327742236117623,0.06179291049321245,0.016530397206623602,9288.3541016,8927.2070801,63.14625849229698,-0.05049315222158424,0
2008-11-05,9616.599609,9616.599609,9111.469727,9139.269531,264640000,9139.269531,-0.123704,-0.5404297,-0.05049315222158424,0.016495409905429526,0.03258694644041281,9318.0160156,8989.2130371,51.966596301138885,-0.048524610254215284,0
2008-11-06,9134.009766,9155.44043,8637.169922,8695.790039,344350000,8695.790039,-0.23124,-0.16912109,-0.048524610254215284,-0.05281742094423292,0.03776226196229095,9221.0359374,8989.667041,48.21615857883258,0.028521793866646883,1
2008-11-07,8696.030273,8961.570312,8696.030273,8943.80957,246300000,8943.80957,-0.22807200000000002,-0.57356447,0.028521793866646883,-0.04087933477452188,0.040308554625926356,9144.795898200002,9046.152978499998,46.188828852046285,-0.008192206064602026,0
2008-11-10,8946.599609,9159.580078,8760.459961,8870.540039,221230000,8870.540039,-0.271436,-0.85615236,-0.008192206064602026,-0.04820796465598409,0.04011649517374731,9054.9378904,9115.6299804,47.99159629233289,-0.01990635037141497,0
2008-11-11,8864.320312,8867.910156,8560.709961,8693.959961,257270000,8693.959961,-0.3053,-0.6741211,-0.01990635037141497,-0.0967577343812479,0.032545690569202056,8868.673827999999,9078.5139648,52.34685395735367,-0.047308684057096984,0
2008-11-12,8684.519531,8684.599609,8265.290039,8282.660156,314660000,8282.660156,-0.372192,-0.39616212,-0.047308684057096984,-0.09372842896190103,0.03181588183371884,8697.351953000001,9007.6839843,44.84406981742127,0.06671646953904076,1
2008-11-13,8281.139648,8876.589844,7965.419922,8835.25,476600000,8835.25,-0.185352,-0.5967171,0.06671646953904076,0.016037641246457568,0.04440555357075877,8725.2439452,8973.1399413,55.428755139450686,-0.0382491078350925,0
2008-11-14,8822.19043,8923.179688,8469.990234,8497.30957,304370000,8497.30957,-0.12101199999999998,-0.46474448,-0.0382491078350925,-0.049922798166195714,0.04520757051179215,8635.943945199999,8890.3699217,53.70661084484323,-0.026329450534541166,0
2008-11-17,8494.839844,8571.299805,8246.889648,8273.580078,278220000,8273.580078,-0.134164,-0.7176465,-0.026329450534541166,-0.06729691296983265,0.0458112690867999,8516.551952999998,8785.7449217,39.22124131123037,0.018271403742373904,1
2008-11-18,8273.339844,8477.950195,8105.439941,8424.75,366390000,8424.75,-0.280028,-0.58759767,0.018271403742373904,-0.03096517147624811,0.04752515674154323,8462.709960799999,8665.6918944,42.4480539049976,-0.05073981008338535,0
2008-11-19,8420.69043,8504.639648,7987.080078,7997.279785,350470000,7997.279785,0.012947999999999994,-0.49723163,-0.05073981008338535,-0.03445515880465877,0.04830037851282599,8405.633886599999,8551.492919799999,35.1573036395892,-0.055642638242398235,0
2008-11-20,7995.529785,8187.399902,7506.970215,7552.290039,528130000,7552.290039,-0.074596,-0.33595216,-0.055642638242398235,-0.14520924263603174,0.029571468336172597,8149.0418944,8437.1429198,29.325334369062176,0.06542782128974323,1
2008-11-21,7552.370117,8071.75,7449.379883,8046.419922,569010000,8046.419922,-0.220972,-0.5043994,0.06542782128974323,-0.053062636389273,0.05123003766737984,8058.8639648,8347.403955,36.669013953954604,0.04933495018258127,1
2008-11-24,8048.089844,8599.019531,8048.089844,8443.389648,491890000,8443.389648,-0.227288,-0.21651989,0.04933495018258127,0.020524315761629497,0.0560739465161793,8092.8258788,8304.688915900002,37.85973719860081,0.004273174696911575,1
2008-11-25,8445.139648,8607.379883,8281.459961,8479.469727,374020000,8479.469727,-0.251008,-0.7016992,0.004273174696911575,0.006495115819460384,0.055613861686112584,8103.7698242000015,8283.2398925,42.53234545806456,0.02914576417592052,1
2008-11-26,8464.490234,8726.610352,8311.169922,8726.610352,283920000,8726.610352,-0.20006000000000002,-0.6867505,0.02914576417592052,0.0911973304182705,0.04734416520827976,8249.6359376,8327.6349121,50.365050303218375,0.011737625821293118,1
2008-11-28,8724.700195,8831.349609,8672.69043,8829.040039,155510000,8829.040039,-0.20765599999999998,-0.7728516,0.011737625821293118,0.1690546832029578,0.02552158764441464,8504.9859376,8327.013916,48.592057522776656,-0.07701292462107945,0
2008-12-01,8826.889648,8827.049805,8141.359863,8149.089844,321010000,8149.089844,-0.11704,-0.71393555,-0.07701292462107945,0.012759702202377765,0.04824244784433729,8525.519922,8292.191943400001,42.296264182553244,0.033132534450923457,1
