date,open,high,low,close,volume,adjclose,vader_mean,finbert_mean,ret_1d,mom_5,vol_5,ma_5,ma_10,RSI_14,ret_next_1d,target
2008-12-02,8153.75,8437.169922,8143.509766,8419.089844,307520000,8419.089844,-0.28084,-0.500522,0.033132534450923457,-0.0028779678556888344,0.044816116311155195,8520.659961199999,8306.74292,47.122315032367275,0.020501098004436447,1
2008-12-03,8409.139648,8624.19043,8234.150391,8591.69043,294680000,8591.69043,-0.22707999999999998,-0.57974607,0.020501098004436447,0.013234401043106692,0.04575756538093282,8543.1041018,8323.436963,53.40552461669545,-0.02507657809081465,0
2008-12-04,8587.070312,8631.990234,8259.400391,8376.240234,280880000,8376.240234,-0.16345600000000002,-0.6713965,-0.02507657809081465,-0.04014962326348159,0.04457020066985733,8473.030078200001,8361.3330079,44.53566409283478,0.030942246253630845,1
2008-12-05,8376.080078,8686.469727,8118.5,8635.419922,346370000,8635.419922,-0.3478,-0.68694335,0.030942246253630845,-0.0219299171987819,0.04736550006081234,8434.306054800001,8469.6459962,51.6755718556513,0.034597016554906324,1
2008-12-08,8637.650391,9026.410156,8637.490234,8934.179688,358970000,8934.179688,-0.1401,-0.65202147,0.034597016554906324,0.09634080112370391,0.02515177629854003,8591.324023600002,8558.421972799999,57.87117713340508,-0.0271820825728617,0
2008-12-09,8934.099609,8934.099609,8651.740234,8691.330078,284950000,8691.330078,-0.254696,-0.24143554,-0.0271820825728617,0.03233606471060724,0.03047183497040957,8645.7720704,8583.2160158,53.108443072244214,0.00806434036804271,1
2008-12-10,8693.0,8879.219727,8646.330078,8761.419922,232830000,8761.419922,-0.2618,-0.23097657,0.00806434036804271,0.01975507536995824,0.029563443688359496,8679.7179688,8611.4110353,59.72035211666606,-0.02240847713588212,0
2008-12-11,8750.129883,8809.450195,8512.759766,8565.089844,290540000,8565.089844,-0.193364,-0.65009767,-0.02240847713588212,0.022545868399695523,0.028918376305223436,8717.4878908,8595.2589845,63.753541798086104,0.007541058550045054,1
2008-12-12,8563.099609,8682.570312,8347.80957,8629.679688,271030000,8629.679688,-0.40116799999999997,-0.55890626,0.007541058550045054,-0.0006647313103297359,0.02529716037018432,8716.339844,8575.3229494,58.96655074727677,-0.007549459233184952,0
2008-12-15,8628.80957,8676.280273,8469.030273,8564.530273,229940000,8564.530273,-0.08185600000000001,-0.6951883,-0.007549459233184952,-0.041374745965373494,0.016392650889824337,8642.409961000001,8616.8669923,52.07389990159532,0.04198821926447982,1
2008-12-16,8565.650391,8958.790039,8565.650391,8924.139648,337190000,8924.139648,-0.21748,-0.5714475,0.04198821926447982,0.026786414497051547,0.023933761232996575,8688.971875,8667.3719727,56.85345640499025,-0.011183128899419081,0
2008-12-17,8921.910156,8961.259766,8778.070312,8824.339844,239260000,8824.339844,-0.126932,-0.6125586,-0.011183128899419081,0.007181475441213392,0.02494996118913636,8701.5558594,8690.6369141,51.577917009864194,-0.024857339345236484,0
2008-12-18,8823.94043,8883.360352,8527.410156,8604.990234,274080000,8604.990234,-0.23342399999999996,-0.30228028,-0.024857339345236484,0.0046584905385378406,0.02555761613781527,8709.5359374,8713.5119141,46.514154300373384,-0.0030075434481894314,0
2008-12-19,8606.5,8787.230469,8550.429688,8579.110352,550150000,8579.110352,-0.251948,-0.42044678,-0.0030075434481894314,-0.005859931982217126,0.02533648979455163,8699.422070199998,8707.880957099998,58.40002685411301,-0.006926116993721476,0
2008-12-22,8573.370117,8601.410156,8372.019531,8519.69043,211090000,8519.69043,-0.33300399999999997,0.0018622398,-0.006926116993721476,-0.00523552857783216,0.025297228937803423,8690.4541016,8666.432031299999,52.14129668730733,-0.011761013715612223,0
2008-12-23,8518.650391,8604.120117,8391.299805,8419.490234,174640000,8419.490234,-0.102596,-0.6392383,-0.011761013715612223,-0.05654880289923492,0.008240421947442777,8589.524218800001,8639.2480469,46.21813521748287,0.005818669971510149,1
2008-12-24,8416.860352,8498.5,8416.860352,8468.480469,66930000,8468.480469,-0.10577600000000001,-0.8359961,0.005818669971510149,-0.04032702517026954,0.011349460805881175,8518.352343800001,8609.9541016,52.18558322378342,0.005558179672528585,1
2008-12-26,8468.709961,8533.070312,8461.780273,8515.549805,86760000,8515.549805,-0.21034,-0.6270806,0.005558179672528585,-0.010394018652874704,0.007726523131291725,8500.464258,8605.0000977,46.8423438377243,-0.0037132208400019184,0
2008-12-29,8515.870117,8530.679688,8364.05957,8483.929688,153730000,8483.929688,-0.206028,-0.38788188,-0.0037132208400019184,-0.011094467852113654,0.007754471482545036,8481.428125200002,8590.425097700001,36.1966720557393,0.02174227825825903,1
2008-12-30,8487.509766,8675.240234,8487.509766,8668.389648,162560000,8668.389648,-0.20995999999999998,-0.49082032,0.02174227825825903,0.017453594026890062,0.012523158005783836,8511.1679688,8600.8110352,49.27060128870901,0.01245906153110199,1
2008-12-31,8666.480469,8842.660156,8664.889648,8776.389648,226760000,8776.389648,-0.24948,-0.49588263,0.01245906153110199,0.04238967016776751,0.009433425273279693,8582.5478516,8586.0360352,50.46476328932742,0.029431325677166553,1
2009-01-02,8772.25,9065.280273,8760.780273,9034.69043,213700000,9034.69043,-0.230072,-0.7276856,0.029431325677166553,0.06686086873231711,0.01305158345489078,8695.789843800001,8607.071093800001,64.03939792636129,-0.009054076908753594,0
2009-01-05,9027.129883,9034.370117,8892.360352,8952.889648,233760000,8952.889648,-0.316992,-0.6573468,-0.009054076908753594,0.05135779286302933,0.01637425571036907,8783.257812400001,8641.8610352,59.56440895192189,0.006948590169867375,1
2009-01-06,8954.570312,9088.05957,8940.950195,9015.099609,215410000,9015.099609,-0.143424,-0.6845117,0.006948590169867375,0.06260894898166214,0.014724964166277098,8889.491796600001,8685.4599609,63.3564556488936,-0.027220932063247827,0
2009-01-07,8996.94043,8996.94043,8719.919922,8769.700195,266710000,8769.700195,-0.356836,-0.4170703,-0.027220932063247827,0.01168735498909812,0.021570227405729434,8909.753906000002,8710.460937400001,45.08936556751072,-0.00310617619693887,0
2009-01-08,8769.94043,8770.019531,8651.19043,8742.459961,226620000,8742.459961,-0.33909599999999995,-0.6440165,-0.00310617619693887,-0.003866018757238243,0.02088832266233765,8902.9679686,8742.7579101,47.27056217341208,-0.01638901106086521,0
2009-01-09,8738.799805,8769.620117,8576.959961,8599.179688,204300000,8599.179688,-0.244216,-0.605671,-0.01638901106086521,-0.04820427942432559,0.012968968028293539,8815.8658202,8755.827832,49.795959549130345,-0.014560686663488198,0
2009-01-12,8599.259766,8602.599609,8421.080078,8473.969727,273550000,8473.969727,-0.224524,-0.54482424,-0.014560686663488198,-0.05349333453551364,0.013126429934025135,8720.081836000001,8751.669824200002,46.548695377087924,-0.0029986131433816787,0
2009-01-13,8474.610352,8522.080078,8376.879883,8448.55957,304050000,8448.55957,-0.264196,-0.5143945,-0.0029986131433816787,-0.06284345859411355,0.010173083758053612,8606.773828200001,8748.132812400001,47.61176234237308,-0.029403819662006447,0
2009-01-14,8446.009766,8446.25,8140.720215,8200.139648,355050000,8200.139648,-0.27624,-0.5617969,-0.029403819662006447,-0.06494641029173731,0.010960116276023673,8492.8617188,8701.3078124,43.30190868239204,0.0015061433744012476,1
2009-01-15,8196.240234,8286.160156,7995.129883,8212.490234,436660000,8212.490234,-0.167776,-0.6036816,0.0015061433744012476,-0.06062020636802312,0.012160107047076754,8386.8677734,8644.917871,42.004160575111726,0.008368897988512147,1
2009-01-16,8215.669922,8341.200195,8109.339844,8281.219727,439360000,8281.219727,-0.436044,-0.61145836,0.008368897988512147,-0.03697561541174765,0.014855905404075217,8323.2757812,8569.5708007,42.77842986003596,-0.040106396635887664,0
2009-01-20,8279.629883,8291.980469,7939.930176,7949.089844,419200000,7949.089844,-0.391208,-0.4185205,-0.040106396635887664,-0.06194025939550063,0.021034542912860874,8218.2998046,8469.1908203,36.093184072720334,0.035099586301770014,1
2009-01-21,7949.169922,8243.549805,7936.189941,8228.099609,410040000,8228.099609,-0.22157600000000002,-0.45016602,0.035099586301770014,-0.02609438439456946,0.03023655287841645,8174.207812400001,8390.4908203,39.088179513176414,-0.012797584983636145,0
2009-01-22,8224.429688,8224.830078,7957.140137,8122.799805,420040000,8122.799805,-0.195444,-0.57689714,-0.012797584983636145,-0.00943152754951726,0.02767676905665692,8158.7398438,8325.8007813,33.780207538020804,-0.005569476915109006,0
2009-01-23,8108.790039,8152.589844,7909.029785,8077.560059,370510000,8077.560059,-0.185396,-0.45753905,-0.005569476915109006,-0.01642987341907387,0.027660033745999256,8131.7538088,8259.3107911,23.438573451811834,0.004762542861830754,1
2009-01-26,8078.040039,8231.679688,8023.160156,8116.029785,316720000,8116.029785,-0.29404,-0.6921875,0.004762542861830754,-0.019947537614708688,0.027334532932314942,8098.715820400001,8210.9958008,26.203924743641423,0.007232624393332054,1
2009-01-27,8117.390137,8225.790039,8083.140137,8174.72998,247750000,8174.72998,-0.3187,-0.65303123,0.007232624393332054,0.028385656776833912,0.018280555445615892,8143.843847599999,8181.0718261,26.05633311112156,0.02455374250783504,1
2009-01-28,8175.930176,8405.870117,8175.930176,8375.450195,357940000,8375.450195,-0.224572,-0.43540528,0.02455374250783504,0.017908216113332598,0.014200002442221858,8173.3139648000015,8173.7608886,38.47363747080504,-0.02703620984280708,0
2009-01-29,8373.05957,8373.139648,8137.939941,8149.009766,247450000,8149.009766,-0.16781600000000002,-0.68102294,-0.02703620984280708,0.0032267151264600002,0.018952208680689045,8178.555957,8168.647900400001,34.45985548348567,-0.01818011111216533,0
2009-01-30,8149.009766,8195.759766,7961.919922,8000.859863,303160000,8000.859863,-0.192952,-0.57166994,-0.01818011111216533,-0.009495465888185062,0.0207625096064258,8163.215917799998,8147.4848633,34.37219497148895,-0.008012871628520268,0
2009-02-02,8000.620117,8000.620117,7867.370117,7936.75,293890000,7936.75,-0.115224,-0.6019337,-0.008012871628520268,-0.022089591801565778,0.020548219914129407,8127.3599608,8113.0378906,35.50546040493049,0.01784229854789432,1
2009-02-03,7936.990234,8111.569824,7905.52002,8078.359863,313090000,8078.359863,-0.23266799999999999,-0.5856152,0.01784229854789432,-0.011788782899958328,0.022491340826297414,8108.085937400001,8125.9648925,40.6011074271457,-0.015064902908992872,0
2009-02-04,8070.319824,8162.149902,7929.259766,7956.660156,345520000,7956.660156,-0.24109999999999998,-0.48558593,-0.015064902908992872,-0.050002092932271314,0.017043337030875523,8024.327929599999,8098.8209472,43.393257556607125,0.013373660042493851,1
2009-02-05,7954.830078,8107.830078,7845.310059,8063.069824,390980000,8063.069824,-0.134336,-0.43121606,0.013373660042493851,-0.010546059517386519,0.016573383722363253,8007.1399412,8092.847949100001,46.14243297318834,0.026977320641890623,1
2009-02-06,8056.379883,8312.370117,8052.240234,8280.589844,396380000,8280.589844,-0.197436,-0.62511593,0.026977320641890623,0.03496248975608385,0.017815133361967012,8063.085937399999,8113.1509276,49.98489857717393,-0.0011737964544932256,0
2009-02-09,8281.379883,8315.070312,8196.240234,8270.870117,289280000,8270.870117,-0.34549199999999997,-0.4092035,-0.0011737964544932256,0.04209785075755201,0.016592693970542853,8129.909960800001,8128.6349608,59.125418945436195,-0.04618501180605605,0
2009-02-10,8269.360352,8269.44043,7848.740234,7888.879883,449890000,7888.879883,-0.257916,-0.71166015,-0.04618501180605605,-0.02345525369176038,0.028153924855306597,8092.013964800001,8100.0499511,40.91089638161637,0.0064204174421702565,1
2009-02-11,7887.049805,7983.740234,7852.160156,7939.529785,270280000,7939.529785,-0.23582,-0.4772461,0.0064204174421702565,-0.002152959993783621,0.02775885658482857,8088.5878906,8056.4579101,44.94128668671266,-0.0008526977268591418,0
2009-02-12,7931.970215,7938.819824,7693.97998,7932.759766,331960000,7932.759766,-0.227688,-0.65273196,-0.0008526977268591418,-0.01616134559719773,0.02674073789325834,8062.525879000001,8034.8329101,45.91642405344074,-0.010380953467537535,0
2009-02-13,7933.0,7970.839844,7840.450195,7850.410156,251960000,7850.410156,-0.239136,-0.5895581,-0.010380953467537535,-0.05195036780039319,0.020855225775125618,7976.4899414,8019.7879394,42.690062875702075,-0.03793560490242498,0
